user_id,phone_number,is_fraudster,fraud_type,initial_balance,amount_mu,amount_sigma,hours_between_txns,pref_transfer,pref_debit,pref_payment,pref_weekend,pref_night,pref_hour,min_balance_threshold,max_balance_target,accepts_fees,typical_recipients,pref_cashout,fraud_start_day
USER_000000,233545996043,False,legitimate,342.6662821135503,2.501366252064234,1.0446895915942394,18.695642965958633,0.4025894084777826,0.23056014810669662,0.16933568959585948,0.24894089123138127,0.007177293883538751,20,58.09421335331723,1209.4490540728602,True,58,,
USER_000001,233246123977,False,legitimate,389.1702814763022,2.98174876230467,1.0513874211837195,8.370942918252302,0.49851190439488013,0.3062801060527146,0.07113783784069629,0.07428589185859058,0.09679475134424943,12,64.75083812591089,1324.7966802267542,False,42,,
USER_000002,233269477130,False,legitimate,315.5225889476531,2.4303690889661382,0.9836114805216266,3.5623699145678693,0.5165116116390799,0.2908675650535643,0.055079976790316065,0.2743426159879931,0.03619973808049975,16,53.39472124728262,1435.7832016710436,True,24,,
USER_000003,233565198049,False,legitimate,350.2729483628273,2.747725282678447,0.9118061220589107,6.735455918362127,0.5818870939055939,0.30045875411681267,0.25,0.08239971578419955,0.04198969459838964,18,69.82348194935773,1231.310742986503,False,31,,
USER_000004,233448507270,False,legitimate,373.62228048371253,3.146501004710836,0.8455337773384046,18.54526734539172,0.5461932855980276,0.23806617695853163,0.05,0.13581784346528802,0.07010573894638374,16,75.30053089080866,1260.703729745107,False,18,,
USER_000005,233485894447,False,legitimate,200.6303109911604,2.7899575432795705,1.0038396984676923,2.68530218362294,0.5667404120540704,0.3644715862167356,0.10314836564682475,0.562876403704813,0.5375179243021103,20,85.89305473303229,1331.7928425968885,False,67,,
USER_000006,233547099520,False,legitimate,488.78051668869614,2.6022987508924063,0.8085433376011388,17.486814453172148,0.5791333347520763,0.2991857427056083,0.25,0.1336632276602114,0.09431150656789401,16,38.010596866358426,1828.1597703310492,False,35,,
USER_000007,233296089511,False,legitimate,392.5965369755695,2.9655918245331927,0.9544496775256993,24.423606458173932,0.6571175692264284,0.2506190626597001,0.11395635075871222,0.4076143025079297,0.019276031101074682,14,19.756125867975516,673.0993954415092,False,22,,
USER_000008,233268373846,False,legitimate,129.52540361174474,2.692257940846863,1.0176934014775323,8.2150508855134,0.6712590615532735,0.3415428605243477,0.2137939865806184,0.5907383918104341,0.18790973280191114,18,33.70506517136508,852.936197437333,False,56,,
USER_000009,233487943186,False,legitimate,357.6646798769219,2.8463108899514045,0.9403835815219443,13.775791815940698,0.6143783896237094,0.3102192706558646,0.141444227529136,0.4845832214616548,0.03717114862455011,12,55.92779238440688,681.5820287878224,False,41,,
